ID,파일명,대주제,불공정 약관 원문,시정 요청 사유,근거 조항(약관법),수정 후 약관 조항
V-063,AI_Generated_Data,의사표시의 의제,"회사가 발송한 이메일이 반송되더라도, 발송 시점에 회원에게 도달된 것으로 간주한다.","고객이 실제로 통지를 받지 못했음에도 불구하고, 사업자의 발송 행위만으로 의사표시가 도달했다고 간주하여 고객의 이익을 침해할 우려가 있는 조항입니다.",약관법 제12조 제3호,"회사가 발송한 이메일이 회원에게 도달되지 않은 경우, 회사는 SMS 발송 등 추가적인 방법으로 통지를 위해 노력해야 한다."
V-064,AI_Generated_Data,면책조항의 금지,회사는 웹사이트의 보안 침해 사고로 인한 회원의 개인정보 유출에 대해 어떠한 책임도 지지 않는다.,"정보통신망법 등에 따라 사업자는 개인정보를 보호할 기술적, 관리적 조치를 취할 의무가 있으나, 이를 위반하여 발생한 손해에 대한 책임을 부당하게 면제하는 조항입니다.",약관법 제7조 제1호,"회사는 개인정보 보호를 위한 기술적, 관리적 조치를 다하며, 회사의 과실로 개인정보가 유출되어 회원에게 손해가 발생한 경우 법률에 따라 배상한다."
V-065,AI_Generated_Data,고객의 권익 보호,"회원은 서비스의 결함이나 하자에 대해 회사가 아닌, 해당 서비스를 공급한 원제작사에게만 책임을 물을 수 있다.","고객은 계약 당사자인 회사에 하자담보책임을 물을 권리가 있음에도, 그 책임을 제3자에게 전가하여 고객의 권리 행사를 부당하게 제한하는 조항입니다.",약관법 제7조 제3호,"회사는 자신이 제공하는 서비스의 하자에 대해 법률상 책임을 부담하며, 필요한 경우 회사가 원제작사에 구상권을 행사한다."
V-066,AI_Generated_Data,채무의 이행,회사는 내부 사정에 따라 회원이 구매한 상품을 동급의 다른 상품으로 임의로 대체하여 배송할 수 있다.,계약의 본질적인 내용인 '특정 상품의 제공' 의무를 사업자가 상당한 이유 없이 일방적으로 변경할 수 있도록 하는 조항입니다.,약관법 제10조 제1호,"상품이 품절되는 등 부득이한 사유로 제공이 불가능한 경우, 회사는 회원에게 즉시 알리고 동의를 얻은 후 동급 이상의 다른 상품으로 대체하거나 환불 조치한다."
V-067,AI_Generated_Data,손해배상액의 예정,"회원의 불법 행위로 인해 회사의 이미지가 실추된 경우, 회원은 회사에 5천만 원을 배상해야 한다.",이미지 실추'라는 추상적인 손해에 대해 구체적인 산정 기준 없이 과도한 금액을 손해배상액으로 예정하여 고객에게 과중한 의무를 부담시키는 조항입니다.,약관법 제8조,"회원의 불법 행위로 인해 회사에 손해가 발생한 경우, 회원은 법률상 인과관계가 있는 손해를 배상할 책임을 진다."
V-068,AI_Generated_Data,"계약의 해제,해지","정기 구독 서비스의 중도 해지 시, 이미 지불한 구독료에서 사용 기간을 '정상가' 기준으로 공제하고 환불한다.","할인된 가격으로 계약을 체결했음에도, 해지 시에만 고객에게 불리한 '정상가'를 소급 적용하여 환불 금액을 부당하게 축소하는 조항입니다.",약관법 제9조 제5호,"정기 구독 서비스의 중도 해지 시, 실제 결제 금액을 기준으로 이용 기간을 일할 계산하여 공제한 후 잔액을 환불한다. (단, 위약금이 발생할 수 있다.)"
V-069,AI_Generated_Data,일반원칙,서비스 장애의 발생 원인에 대한 증명 책임은 전적으로 고객에게 있다.,"서비스 장애 원인은 사업자가 내부 시스템을 통해 더 쉽게 확인할 수 있음에도, 기술적 약자인 고객에게 일방적으로 증명 책임을 전가하는 불공정 조항입니다.",약관법 제14 제2호,"서비스 장애 발생 시, 양 당사자는 문제 해결을 위해 성실히 협조하며, 장애 원인에 대한 정보는 회사가 투명하게 제공한다."
V-070,AI_Generated_Data,대리인의 책임 가중,고객이 지정한 대리인(설치 기사 등)의 과실로 인해 발생한 모든 손해는 고객이 책임진다.,"고객이 지정한 대리인이라 하더라도, 그 대리인의 고의 또는 중과실에 대한 책임까지 고객에게 부담시키는 것은 부당하게 책임을 가중시키는 조항입니다.",약관법 제7조 제2호,고객이 지정한 대리인의 행위에 대해서는 민법 등 관련 법령의 원칙에 따라 책임 소재를 정한다.
V-071,AI_Generated_Data,소송 제기의 금지 등,모든 법적 분쟁은 소송에 앞서 회사가 지정하는 중재 기관의 조정을 반드시 거쳐야 한다.,"법원에 소를 제기할 고객의 권리를 제한하고, 사업자에게 유리할 수 있는 특정 중재 절차를 강제하는 조항입니다.",약관법 제14조 제1호,"고객은 분쟁 발생 시, 중재를 신청하거나 법원에 직접 소송을 제기하는 등 법률이 정한 분쟁 해결 절차를 자유롭게 선택할 수 있다."
V-072,AI_Generated_Data,의사표시의 의제,회원이 주소 변경 사실을 회사에 알리지 않아 발생한 모든 불이익(통지 미수신 등)은 회원의 책임으로 한다.,"회사가 고객의 주소 변경을 쉽게 확인할 수 있는 다른 방법이 있음에도, 통지 의무만을 формально 내세워 책임을 고객에게 전가할 수 있는 조항입니다.",약관법 제7조 제2호,"회원은 주소 등 정보 변경 시 회사에 통지해야 한다. 회사는 중요한 통지의 경우, 이메일, SMS 등 다양한 수단을 통해 도달되도록 노력한다."
V-073,AI_Generated_Data,면책조항의 금지,"법률 개정으로 인해 서비스 제공이 불가능하게 된 경우, 회사는 이용료 환불 외에 어떠한 책임도 지지 않는다.","법률 개정과 같은 위험은 사업자가 사업 영위 시 고려해야 할 부분임에도, 이로 인한 계약 이행 불능의 책임을 고객에게 전가하고 사업자는 면책되는 불공정 조항입니다.",약관법 제7조 제2호,"법률 개정으로 서비스 제공이 불가능하게 된 경우, 회사는 계약을 해지하고 잔여 이용료를 환불하며, 변경된 법률이 허용하는 범위 내에서 고객 보호 조치를 취한다."
V-074,AI_Generated_Data,고객의 권익 보호,회원이 구매 확정 버튼을 누른 이후에는 상품의 명백한 하자 발견 시에도 교환이나 환불이 절대 불가하다.,"구매 확정 여부와 관계없이 고객은 민법 및 전자상거래법에 따라 하자담보책임을 물을 권리가 있으나, 이를 부당하게 배제하는 조항입니다.",약관법 제7조 제3호,"상품의 하자가 구매 확정 이후에 발견된 경우라도, 회원은 관련 법령에서 정한 기간 내에는 교환 및 환불을 요구할 수 있다."
V-075,AI_Generated_Data,채무의 이행,회사는 매월 1일로 예정된 콘텐츠 업데이트를 회사 사정에 따라 최대 15일까지 지연할 수 있다.,"사업자의 급부 이행 시기를 상당한 이유 없이 광범위하게 연장할 수 있도록 하여, 고객의 정당한 이익과 예측 가능성을 침해하는 조항입니다.",약관법 제12조 제4호,"회사는 예정된 날짜에 콘텐츠를 업데이트해야 한다. 부득이한 사정으로 지연될 경우, 회원에게 즉시 알리고 합리적인 보상안을 제공한다."
V-076,AI_Generated_Data,손해배상액의 예정,"회원이 서비스 이용 후기를 삭제할 경우, 해당 후기로 인해 제공받은 모든 혜택(포인트 등)의 2배를 위약금으로 배상해야 한다.","고객의 정당한 권리 행사인 게시물 삭제에 대해 부당하게 과중한 위약금을 부과하여, 고객의 자기결정권을 실질적으로 제한하는 조항입니다.",약관법 제8조,"회원이 후기를 삭제할 경우, 해당 후기 작성으로 제공받은 혜택(포인트 등)은 회수될 수 있다."
V-077,AI_Generated_Data,"계약의 해제,해지","회원이 SNS에 회사에 대한 부정적인 의견을 게시할 경우, 회사는 이를 계약 해지 사유로 간주할 수 있다.","고객의 자유로운 의사 표현을 과도하게 제한하고, 이를 근거로 사업자가 일방적으로 계약을 해지할 수 있도록 하는 부당한 조항입니다.",약관법 제9조 제3호,"회사는 회원이 허위사실 유포로 회사의 명예를 중대하게 훼손하는 등 명백한 불법행위를 한 경우에 한해, 경고 후 계약 해지를 검토할 수 있다."
V-078,AI_Generated_Data,일반원칙,이용 기간 만료 후 회원이 저장한 데이터는 7일 이내에 백업하지 않으면 영구 삭제되며 회사는 책임지지 않는다.,"고객의 중요한 자산인 데이터를 백업할 수 있는 합리적인 기간을 제공하지 않고, 데이터 유실에 대한 책임을 고객에게 일방적으로 전가하는 조항입니다.",약관법 제6조 제2항 제1호,"서비스 만료 후, 회사는 회원의 데이터가 안전하게 백업될 수 있도록 최소 30일의 유예기간을 제공하며, 기간 만료 전 이메일 등으로 사전 통지한다."
V-079,AI_Generated_Data,대리인의 책임 가중,회사가 고객의 위임을 받아 처리하는 업무(세무신고 등)에서 오류가 발생하더라도 최종 책임은 고객에게 있다.,"사업자가 대리인으로서 전문적인 서비스를 제공함에도, 그 과정에서 발생한 과실의 책임을 전적으로 위임자인 고객에게 전가하는 불공정 면책 조항입니다.",약관법 제7조 제1호,"회사는 위임받은 업무를 전문가로서의 주의의무를 다하여 처리해야 하며, 회사의 과실로 인해 발생한 손해에 대해서는 법률에 따라 책임을 진다."
V-080,AI_Generated_Data,소송 제기의 금지 등,"회원은 소송 제기 시, 회사의 영업 비밀에 해당하는 어떠한 자료도 법원에 증거로 제출할 수 없다.",재판 과정에서 고객의 권리를 구제하는 데 필수적인 자료의 제출을 '영업 비밀'이라는 포괄적인 이유로 원천 금지하여 고객의 증명 활동을 부당하게 방해하는 조항입니다.,약관법 제14조 제1호,"분쟁과 관련된 자료는 법원의 문서제출명령 등 적법한 절차에 따라 증거로 제출될 수 있다. (단, 영업비밀 보호를 위한 비공개 심리 등은 법원에 신청할 수 있다.)"
V-081,AI_Generated_Data,의사표시의 의제,"유료 서비스가 무료 체험 기간 종료 후 자동으로 유료 전환된다는 사실을 팝업으로 1회 고지하였으므로, 회원은 이에 동의한 것으로 본다.","고객이 명확하게 인지하지 못할 수 있는 방식으로 고지한 후, 별도의 동의 절차 없이 자동으로 유료 결제가 이루어지도록 하는 것은 고객의 권익을 침해할 수 있다.",약관법 제12조 제1호,"무료 체험 기간 종료 후 유료로 전환되는 시점에는, 회원에게 결제 예정 금액과 시점을 명확히 알리고 명시적인 동의(비밀번호 입력 등)를 받는다."
V-082,AI_Generated_Data,면책조항의 금지,"회사가 추천한 투자 정보로 인해 손실이 발생하더라도, 최종적인 투자 판단은 회원이 한 것이므로 회사는 책임이 없다.","추천', '자문' 등 적극적인 정보 제공 행위를 하였음에도, 그로 인해 발생할 수 있는 사업자의 책임을 '단순 정보 제공'이라는 명목하에 부당하게 면제하는 조항입니다.",약관법 제7조 제1호,"회사는 합리적이고 객관적인 근거에 기반하여 투자 정보를 제공해야 하며, 허위 또는 중대한 오해를 유발하는 정보를 제공하여 손해가 발생한 경우 책임을 부담할 수 있다."
V-083,AI_Generated_Data,고객의 권익 보호,"회원이 탈퇴 신청을 하더라도, 회사의 내부 승인 절차가 완료될 때까지(최대 14일)는 탈퇴 처리가 되지 않는다.","법률상 보장된 고객의 계약 해지(탈퇴) 의사표시의 효력을, 회사의 내부적인 행정 절차를 이유로 부당하게 지연시키는 조항입니다.",약관법 제9조 제1호,"회원의 탈퇴 신청은 즉시 효력을 발생하며, 회사는 지체 없이 관련 법령에 따라 탈퇴 처리 및 개인정보 파기 절차를 진행해야 한다."
